row,target_rva,target_size,scaffold_source,pin,verdict,files
?d_0036b330@@YAXXZ,0x0036B330,169,Code/gen_asm/d_00363b80.asm,?allocate_and_copy@ModuleInfoNuggetAllocateAndCopyShim@_STL@@QAEPAUNugget@ModuleInfo@@IPBU34@0@Z,NO-DEFINITION,
?d_0036b410@@YAXXZ,0x0036B410,45,Code/gen_asm/d_00363b80.asm,??$_M_insert_dispatch@U?$_List_iterator@UGen_t_0076d6e0_m12cd@@U?$_Const_traits@UGen_t_0076d6e0_m12cd@@@_STL@@@_STL@@@?$list@UGen_t_0076d6e0_m12cd@@V?$allocator@UGen_t_0076d6e0_m12cd@@@_STL@@@_STL@@QAEXU?$_List_iterator@UGen_t_0076d6e0_m12cd@@U?$_Nonconst_traits@UGen_t_0076d6e0_m12cd@@@_STL@@@1@U?$_List_iterator@UGen_t_0076d6e0_m12cd@@U?$_Const_traits@UGen_t_0076d6e0_m12cd@@@_STL@@@1@1ABU__false_type@1@@Z,UNPARSEABLE,
?d_00370de0@@YAXXZ,0x00370DE0,541,Code/gen_asm/d_0036ed40.asm,?copy@ModuleInfoNuggetCopyShim@_STL@@SAPAUNugget@ModuleInfo@@PAU34@00ABUrandom_access_iterator_tag@2@PAH@Z,LOCATED,Code/GameEngine/Source/Common/Thing/ModuleInfoNuggetCopyThunk.cpp
?d_00371b00@@YAXXZ,0x00371B00,419,Code/gen_asm/d_0036ed40.asm,?_M_insert_overflow@?$vector@UGen_t_00774250_p24cd@@V?$allocator@UGen_t_00774250_p24cd@@@_STL@@@_STL@@IAEXPAUGen_t_00774250_p24cd@@ABU3@ABU__false_type@2@I_N@Z,UNPARSEABLE,
?d_00373220@@YAXXZ,0x00373220,621,Code/gen_asm/d_0036ed40.asm,??0W3DScriptedModelDraw@@QAE@PAVThing@@PBVModuleData@@@Z,NO-DEFINITION,
?d_00374420@@YAXXZ,0x00374420,386,Code/gen_asm/d_0036ed40.asm,?_M_insert_overflow@?$vector@UGen_t_00776080_p32cd@@V?$allocator@UGen_t_00776080_p32cd@@@_STL@@@_STL@@IAEXPAUGen_t_00776080_p32cd@@ABU3@ABU__false_type@2@I_N@Z,UNPARSEABLE,
?d_00374800@@YAXXZ,0x00374800,166,Code/gen_asm/d_0036ed40.asm,??$__copy_backward@PAUGen_t_00776240_p128pod@@PAU1@H@_STL@@YAPAUGen_t_00776240_p128pod@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,UNPARSEABLE,
?d_0037adc0@@YAXXZ,0x0037ADC0,237,Code/gen_asm/d_00377550.asm,?insert_overflow@NuggetInsertOverflowShim@_STL@@QAEXPAUNugget@ModuleInfo@@ABU34@ABU__false_type@2@I_N@Z,NO-DEFINITION,
?d_0037cd70@@YAXXZ,0x0037CD70,214,Code/gen_asm/d_00377550.asm,??0W3DSupplyDrawModuleDataBase@@QAE@XZ,NO-DEFINITION,
?d_00386de0@@YAXXZ,0x00386DE0,425,Code/gen_asm/d_00384fd0.asm,?_M_insert_overflow@?$vector@UGen_t_00787d40_m4pod@@V?$allocator@UGen_t_00787d40_m4pod@@@_STL@@@_STL@@IAEXPAUGen_t_00787d40_m4pod@@ABU3@ABU__false_type@2@I_N@Z,UNPARSEABLE,
?d_0038f7b0@@YAXXZ,0x0038F7B0,2335,Code/gen_asm/d_00384fd0.asm,?drawCheckBoxText@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z,UNPARSEABLE,
?d_00396b00@@YAXXZ,0x00396B00,451,Code/gen_asm/d_00390400.asm,?drawStaticTextText@@YAXPAVGameWindow@@PAVWinInstanceData@@HH@Z,UNPARSEABLE,
?d_003a13e0@@YAXXZ,0x003A13E0,84,Code/gen_asm/d_003a04a0.asm,?enableWaterGrid@WaterRenderObjClassEnableWaterGridShim@@QAEX_N@Z,NO-DEFINITION,
?d_003c1930@@YAXXZ,0x003C1930,231,Code/gen_asm/d_003b8450.asm,??1W3DShadowHelperManager@@QAE@XZ,LOCATED,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DShadowHelperManagerDtor.cpp
?d_003ea570@@YAXXZ,0x003EA570,775,Code/gen_asm/d_003e5ca0.asm,?m@T_007ea5e0@@QAEXXZ,NO-DEFINITION,
?d_003eac00@@YAXXZ,0x003EAC00,91,Code/gen_asm/d_003e5ca0.asm,?m@T_007eac30@@QAEXXZ,NO-DEFINITION,
?d_003ffb50@@YAXXZ,0x003FFB50,2139,Code/gen_asm/d_003fbbc0.asm,??1Gen_dtor_007f6d20@@UAE@XZ,NO-DEFINITION,
?d_00425420@@YAXXZ,0x00425420,307,Code/gen_asm/d_00421830.asm,??1Gen_dtor_00823150@@UAE@XZ,NO-DEFINITION,
?d_00425c90@@YAXXZ,0x00425C90,342,Code/gen_asm/d_00421830.asm,??1Gen_uwm_00825d70@@QAE@XZ,NO-DEFINITION,
?d_00425e40@@YAXXZ,0x00425E40,94,Code/gen_asm/d_00421830.asm,?makeSortedTmp@HuffStat@@IAEHPAUHuffStatTmpStruct@@@Z,LOCATED,Code/Libraries/Source/Compression/LZHCompress/CompLibSource/Huff.cpp
?d_0042a270@@YAXXZ,0x0042A270,3002,Code/gen_asm/d_00421830.asm,?_M_release_lock@NodeAllocMutex@_STL@@QAEXXZ,NO-DEFINITION,
?d_0042c980@@YAXXZ,0x0042C980,401,Code/gen_asm/d_0042c460.asm,?_Rebalance@?$_Rb_global@_N@_STL@@SAXPAU_Rb_tree_node_base@2@AAPAU32@@Z,UNPARSEABLE,
?d_0042d8e0@@YAXXZ,0x0042D8E0,356,Code/gen_asm/d_0042c460.asm,?_M_acquire_lock@NodeAllocMutex@_STL@@QAEXXZ,NO-DEFINITION,
?d_00439560@@YAXXZ,0x00439560,978,Code/gen_asm/d_00435170.asm,?reserve@?$basic_string@GV?$char_traits@G@_STL@@V?$allocator@G@2@@_STL@@QAEXI@Z,UNPARSEABLE,
?d_004408a0@@YAXXZ,0x004408A0,179,Code/gen_asm/d_00435170.asm,??1Gen_dtor_008325a0@@UAE@XZ,NO-DEFINITION,
?d_00448ad0@@YAXXZ,0x00448AD0,145,Code/gen_asm/d_00448a60.asm,??1Gen_dtor_00848be0@@UAE@XZ,NO-DEFINITION,
?d_004498d0@@YAXXZ,0x004498D0,302,Code/gen_asm/d_00448a60.asm,??1Gen_dtor_00849af0@@UAE@XZ,NO-DEFINITION,
?d_00451e90@@YAXXZ,0x00451E90,164,Code/gen_asm/d_00448a60.asm,?parseFXList@INI@@SAXPAV1@PAX1PBX@Z,AMBIGUOUS(6),Code/GameEngine/Source/Common/DamageFX.cpp;Code/GameEngine/Source/GameLogic/Object/Weapon.cpp;Code/GameEngine/Source/GameLogic/Object/Update/StructureToppleUpdate.cpp;Code/GameEngine/Source/GameClient/System/FXParticleSystem/fx_particle_system_bulk.cpp
?d_004525b0@@YAXXZ,0x004525B0,152,Code/gen_asm/d_00448a60.asm,?scanInt@INI@@SAHPBD@Z,AMBIGUOUS(12),Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp;Code/GameEngine/Source/Common/GarrisonContainModuleData_parseInitialRoster_Thunk.cpp;Code/GameEngine/Source/GameLogic/Object/DeliverPayloadNugget_parsePayload_Thunk.cpp;Code/GameEngine/Source/GameLogic/Object/Weapon.cpp
?d_004527c0@@YAXXZ,0x004527C0,130,Code/gen_asm/d_00448a60.asm,?clear@?$hashtable@U?$pair@$$CBHUGen_t_00853460_p12cd@@@_STL@@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_00853460_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00853460_p12cd@@@_STL@@@2@@_STL@@QAEXXZ,UNPARSEABLE,
?d_00452a50@@YAXXZ,0x00452A50,98,Code/gen_asm/d_00448a60.asm,?parseInt@INI@@SAXPAV1@PAX1PBX@Z,AMBIGUOUS(6),Code/GameEngine/Source/Common/GameLOD.cpp;Code/GameEngine/Source/GameLogic/Object/SpecialPower/CashHackSpecialPower.cpp;Code/GameEngine/Source/Common/INI/INIDrawGroupInfo.cpp;Code/GameEngine/Source/Common/INI/ini_parsers.cpp
?d_00452ad0@@YAXXZ,0x00452AD0,656,Code/gen_asm/d_00448a60.asm,?parseReal@INI@@SAXPAV1@PAX1PBX@Z,AMBIGUOUS(5),Code/GameEngine/Source/Common/GameLOD.cpp;Code/GameEngine/Source/GameLogic/AI/TurretAI.cpp;Code/GameEngine/Source/GameLogic/Object/Update/StructureToppleUpdate.cpp;Code/GameEngine/Source/Common/INI/ini_parsers.cpp
?d_00452e60@@YAXXZ,0x00452E60,145,Code/gen_asm/d_00448a60.asm,?parsePercentToReal@INI@@SAXPAV1@PAX1PBX@Z,AMBIGUOUS(3),Code/GameEngine/Source/Common/INI/INIDrawGroupInfo.cpp;Code/GameEngine/Source/Common/INI/ini_parsers.cpp;Code/GameEngine/Source/Common/INI/INI_stl.cpp
?d_00452f20@@YAXXZ,0x00452F20,145,Code/gen_asm/d_00448a60.asm,?parseRGBColor@INI@@SAXPAV1@PAX1PBX@Z,AMBIGUOUS(3),Code/GameEngine/Source/GameClient/System/ParticleSys.cpp;Code/GameEngine/Source/Common/INI/ini_parsers.cpp;Code/GameEngine/Source/Common/INI/INI_stl.cpp
?d_00453480@@YAXXZ,0x00453480,225,Code/gen_asm/d_00448a60.asm,?_M_initialize_buckets@?$hashtable@U?$pair@$$CBHUGen_t_008535c0_p12cd@@@_STL@@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_008535c0_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_008535c0_p12cd@@@_STL@@@2@@_STL@@AAEXI@Z,UNPARSEABLE,
?d_00453ef0@@YAXXZ,0x00453EF0,72,Code/gen_asm/d_00448a60.asm,?loadDirectory@INI@@QAEXVAsciiString@@_NW4INILoadType@@PAVXfer@@H@Z,AMBIGUOUS(2),Code/GameEngine/Source/Common/INI/INILoadDirectoryThunk.cpp;Code/GameEngine/Source/Common/INI/INI_stl.cpp
?d_00454300@@YAXXZ,0x00454300,164,Code/gen_asm/d_00448a60.asm,_SocketShutDown,UNPARSEABLE,
?d_00454500@@YAXXZ,0x00454500,122,Code/gen_asm/d_00448a60.asm,_ghiSocketSelect,UNPARSEABLE,
?d_004568c0@@YAXXZ,0x004568C0,74,Code/gen_asm/d_004550c0.asm,_send_heartbeat,UNPARSEABLE,
?d_0045a000@@YAXXZ,0x0045A000,1814,Code/gen_asm/d_004550c0.asm,_StringHash,UNPARSEABLE,
?d_0045c290@@YAXXZ,0x0045C290,72,Code/gen_asm/d_004550c0.asm,_UCS2ToUTF8String,UNPARSEABLE,
?d_00467a40@@YAXXZ,0x00467A40,41,Code/gen_asm/d_00460f80.asm,_FreeKeyList,UNPARSEABLE,
?d_0046a130@@YAXXZ,0x0046A130,159,Code/gen_asm/d_00460f80.asm,_ArrayInsertAt,UNPARSEABLE,
?d_0046a2d0@@YAXXZ,0x0046A2D0,159,Code/gen_asm/d_00460f80.asm,_ArraySearch,UNPARSEABLE,
?d_0047c0e0@@YAXXZ,0x0047C0E0,131,Code/gen_asm/d_00475b00.asm,_ghiDoReceivingHeaders,UNPARSEABLE,
?d_0047d150@@YAXXZ,0x0047D150,280,Code/gen_asm/d_00475b00.asm,_ghiPostCleanupState,UNPARSEABLE,
?d_0048a320@@YAXXZ,0x0048A320,300,Code/gen_asm/d_0048a320.asm,?SimpleMatch@Debug@@SA_NPBD0@Z,AMBIGUOUS(2),Code/Libraries/Source/WWVegas/WWDebug/debug_debug.cpp;Code/Libraries/Source/WWVegas/WWDebug/debug_io_flat.cpp
?d_0048f8c0@@YAXXZ,0x0048F8C0,231,Code/gen_asm/d_0048a320.asm,??1Gen_uwm_0088f900@@QAE@XZ,NO-DEFINITION,
?d_00491620@@YAXXZ,0x00491620,134,Code/gen_asm/d_0048a320.asm,??3Gen_uws100_00891650@@SAXPAXI@Z,UNPARSEABLE,
?d_00494110@@YAXXZ,0x00494110,132,Code/gen_asm/d_0048a320.asm,??1Gen_t_00894a10_k4@@QAE@XZ,NO-DEFINITION,
?d_00494b90@@YAXXZ,0x00494B90,281,Code/gen_asm/d_0048a320.asm,??3Gen_uws56_00894c50@@SAXPAXI@Z,UNPARSEABLE,
?d_004974f0@@YAXXZ,0x004974F0,263,Code/gen_asm/d_00495de0.asm,??3Gen_uws28_00897590@@SAXPAXI@Z,UNPARSEABLE,
?d_00499310@@YAXXZ,0x00499310,234,Code/gen_asm/d_00495de0.asm,??1Gen_uwm_00899380@@QAE@XZ,NO-DEFINITION,
?d_004a9010@@YAXXZ,0x004A9010,600,Code/gen_asm/d_004a32e0.asm,??3Gen_uws44_008a9120@@SAXPAXI@Z,UNPARSEABLE,
?d_004ad250@@YAXXZ,0x004AD250,357,Code/gen_asm/d_004a32e0.asm,??1Gen_uwm_008ad330@@QAE@XZ,NO-DEFINITION,
?d_004dafa0@@YAXXZ,0x004DAFA0,206,Code/gen_asm/d_004d3970.asm,?Overlap_Test@CollisionMath@@SA?AW4OverlapType@1@ABVFrustumClass@@ABVAABoxClass@@@Z,AMBIGUOUS(22),Code/Libraries/Source/WWVegas/WW3D2/camera.cpp;Code/Libraries/Source/WWVegas/WW3D2/camera.h;Code/Libraries/Source/WWVegas/WW3D2/coltest.h;Code/Libraries/Source/WWVegas/WW3D2/dynamesh.cpp
?d_004db0b0@@YAXXZ,0x004DB0B0,858,Code/gen_asm/d_004d3970.asm,?Overlap_Test@CollisionMath@@SA?AW4OverlapType@1@ABVFrustumClass@@ABVAABoxClass@@@Z,AMBIGUOUS(22),Code/Libraries/Source/WWVegas/WW3D2/camera.cpp;Code/Libraries/Source/WWVegas/WW3D2/camera.h;Code/Libraries/Source/WWVegas/WW3D2/coltest.h;Code/Libraries/Source/WWVegas/WW3D2/dynamesh.cpp
?d_004e1450@@YAXXZ,0x004E1450,1774,Code/gen_asm/d_004d3970.asm,?Contains_Point@TriClass@@QBE_NABVVector3@@@Z,AMBIGUOUS(2),Code/Libraries/Source/WWVegas/WWMath/tri.cpp;Code/Libraries/Source/WWVegas/WWMath/tri.h
?d_004f41e0@@YAXXZ,0x004F41E0,613,Code/gen_asm/d_004e5420.asm,_gpiGetTransferLocalIDByIndex,UNPARSEABLE,
?d_004f97b0@@YAXXZ,0x004F97B0,117,Code/gen_asm/d_004f49e0.asm,?m@T_008f9810@@QAEXXZ,NO-DEFINITION,
?d_004fa0a0@@YAXXZ,0x004FA0A0,203,Code/gen_asm/d_004f49e0.asm,?_M_initialize_map@?$_Deque_base@PAVPartitionCell@@V?$allocator@PAVPartitionCell@@@_STL@@@_STL@@IAEXI@Z,UNPARSEABLE,
?d_004ff2e0@@YAXXZ,0x004FF2E0,1050,Code/gen_asm/d_004f49e0.asm,??1Gen_uwm_008ff450@@QAE@XZ,NO-DEFINITION,
?d_004ffe70@@YAXXZ,0x004FFE70,47,Code/gen_asm/d_004f49e0.asm,?insert_unique@?$_Rb_tree@IU?$pair@$$CBIUGen_t_009009f0_m12pod@@@_STL@@U?$_Select1st@U?$pair@$$CBIUGen_t_009009f0_m12pod@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIUGen_t_009009f0_m12pod@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBIUGen_t_009009f0_m12pod@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIUGen_t_009009f0_m12pod@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBIUGen_t_009009f0_m12pod@@@2@@Z,UNPARSEABLE,
?d_00505830@@YAXXZ,0x00505830,573,Code/gen_asm/d_004f49e0.asm,?Set_DX8_ZBias@DX8Wrapper@@SAXH@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/dx8renderer.cpp
?d_00508c80@@YAXXZ,0x00508C80,1063,Code/gen_asm/d_004f49e0.asm,?End_Scene@DX8Wrapper@@SAX_N@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/dx8wrapper.cpp
?d_0050dbd0@@YAXXZ,0x0050DBD0,159,Code/gen_asm/d_005091f0.asm,?Peek_D3D_Base_Texture@TextureBaseClass@@QBEPAUIDirect3DBaseTexture8@@XZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/texture.cpp
?d_0050e650@@YAXXZ,0x0050E650,100,Code/gen_asm/d_005091f0.asm,?getSurfaceLevel@W3DRadarResetTexture@@QAE?AVW3DRadarResetSurface@@XZ,NO-DEFINITION,
?d_0050f660@@YAXXZ,0x0050F660,85,Code/gen_asm/d_005091f0.asm,??1Gen_dtor_005f0920@@UAE@XZ,NO-DEFINITION,
?d_00511f50@@YAXXZ,0x00511F50,182,Code/gen_asm/d_005091f0.asm,?Set_Point_Size@PointGroupClass@@QAEXM@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/pointgr.cpp
?d_00512040@@YAXXZ,0x00512040,11,Code/gen_asm/d_005091f0.asm,?Set_Point_Orientation@PointGroupClass@@QAEXE@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/pointgr.cpp
?d_005125c0@@YAXXZ,0x005125C0,83,Code/gen_asm/d_005091f0.asm,??1Gen_dtor_00913ad0@@UAE@XZ,NO-DEFINITION,
?d_00512670@@YAXXZ,0x00512670,242,Code/gen_asm/d_005091f0.asm,?Set_Arrays@PointGroupClass@@QAEXPAV?$ShareBufferClass@VVector3@@@@PAV?$ShareBufferClass@VVector4@@@@PAV?$ShareBufferClass@I@@PAV?$ShareBufferClass@M@@PAV?$ShareBufferClass@E@@4HMMMM@Z,UNPARSEABLE,
?d_00519f90@@YAXXZ,0x00519F90,1193,Code/gen_asm/d_00512e40.asm,??1Gen_dtor_0091a0b0@@UAE@XZ,NO-DEFINITION,
?d_0051d1e0@@YAXXZ,0x0051D1E0,149,Code/gen_asm/d_0051b7e0.asm,??1Gen_dtor_0091d910@@UAE@XZ,NO-DEFINITION,
?d_0051d300@@YAXXZ,0x0051D300,74,Code/gen_asm/d_0051b7e0.asm,??1Gen_dtor_0091d930@@UAE@XZ,NO-DEFINITION,
?d_0051d560@@YAXXZ,0x0051D560,11,Code/gen_asm/d_0051b7e0.asm,?Allocate_DX8_Dynamic_Buffer@DynamicIBAccessClass@@QAEXXZ,AMBIGUOUS(2),Code/Libraries/Source/WWVegas/WW3D2/dx8indexbuffer.cpp;Code/GameEngine/Source/Common/DynamicIBAccessClass_Allocate_DX8_Dynamic_BufferMethodThunk.cpp
?d_0051d690@@YAXXZ,0x0051D690,85,Code/gen_asm/d_0051b7e0.asm,?Allocate_Sorting_Dynamic_Buffer@DynamicIBAccessClass@@QAEXXZ,AMBIGUOUS(2),Code/Libraries/Source/WWVegas/WW3D2/dx8indexbuffer.cpp;Code/GameEngine/Source/Common/DynamicIBAccessClass_Allocate_Sorting_Dynamic_BufferMethodThunk.cpp
?d_0051db30@@YAXXZ,0x0051DB30,335,Code/gen_asm/d_0051b7e0.asm,??0VertexBufferClass@@IAE@IIGI@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/dx8vertexbuffer.cpp
?d_0051edb0@@YAXXZ,0x0051EDB0,79,Code/gen_asm/d_0051b7e0.asm,?Copy@DX8VertexBufferClass@@QAEXPBVVector3@@PBVVector2@@PBVVector4@@II@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/dx8vertexbuffer.cpp
?d_00520490@@YAXXZ,0x00520490,35,Code/gen_asm/d_0051b7e0.asm,??0RenderObjClass@@QAE@XZ,AMBIGUOUS(2),Code/Libraries/Source/WWVegas/WW3D2/RenderObjClassCtor_Thunk.cpp;Code/Libraries/Source/WWVegas/WW3D2/rendobj.cpp
?d_00520bb0@@YAXXZ,0x00520BB0,431,Code/gen_asm/d_0051b7e0.asm,?_Init_Filters@TextureFilterClass@@SAXW4TextureFilterMode@1@@Z,AMBIGUOUS(3),Code/Libraries/Source/WWVegas/WW3D2/dx8wrapper.cpp;Code/Libraries/Source/WWVegas/WW3D2/ww3d.cpp;Code/GameEngine/Source/Common/TextureFilterClass_Init_Filters_Thunk.cpp
?d_00520e70@@YAXXZ,0x00520E70,185,Code/gen_asm/d_0051b7e0.asm,?Make_Unique@VertexMaterialClass@@QAEXXZ,AMBIGUOUS(2),Code/Libraries/Source/WWVegas/WW3D2/VertexMaterialClass_Make_Unique_Thunk.cpp;Code/Libraries/Source/WWVegas/WW3D2/vertmaterial.cpp
?d_00521160@@YAXXZ,0x00521160,447,Code/gen_asm/d_0051b7e0.asm,?Set_UV_Source@VertexMaterialClass@@QAEXHH@Z,AMBIGUOUS(2),Code/Libraries/Source/WWVegas/WW3D2/VertexMaterialClass_Set_UV_Source_Thunk.cpp;Code/Libraries/Source/WWVegas/WW3D2/vertmaterial.cpp
?d_00521720@@YAXXZ,0x00521720,93,Code/gen_asm/d_0051b7e0.asm,??0BufferStraw@@QAE@PBXH@Z,NO-DEFINITION,
?d_005217a0@@YAXXZ,0x005217A0,391,Code/gen_asm/d_0051b7e0.asm,??0VertexMaterialClass@@QAE@XZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/vertmaterial.cpp
?d_00522740@@YAXXZ,0x00522740,187,Code/gen_asm/d_0051b7e0.asm,??1Gen_dtor_00922730@@UAE@XZ,NO-DEFINITION,
?d_00524de0@@YAXXZ,0x00524DE0,189,Code/gen_asm/d_0051b7e0.asm,?Get_Bounding_Sphere@MeshGeometryClass@@QAEXPAVSphereClass@@@Z,AMBIGUOUS(2),Code/Libraries/Source/WWVegas/WW3D2/meshgeometry.cpp;Code/GameEngine/Source/Common/MeshGeometryClass_Get_Bounding_Sphere_Thunk.cpp
?d_00525590@@YAXXZ,0x00525590,220,Code/gen_asm/d_00525450.asm,?Scale@MeshGeometryClass@@QAEXABVVector3@@@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/meshgeometry.cpp
?d_00526600@@YAXXZ,0x00526600,74,Code/gen_asm/d_00525450.asm,??1Gen_dtor_00926610@@UAE@XZ,NO-DEFINITION,
?d_005276a0@@YAXXZ,0x005276A0,109,Code/gen_asm/d_00525450.asm,?clear@?$hashtable@U?$pair@$$CBHUGen_t_00928220_p12cd@@@_STL@@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_00928220_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00928220_p12cd@@@_STL@@@2@@_STL@@QAEXXZ,UNPARSEABLE,
?d_005280a0@@YAXXZ,0x005280A0,570,Code/gen_asm/d_00525450.asm,??1Gen_uw_00928190@@QAE@XZ,NO-DEFINITION,
?d_005293e0@@YAXXZ,0x005293E0,209,Code/gen_asm/d_00525450.asm,?Init_Alternate@MeshMatDescClass@@QAEXAAV1@0@Z,AMBIGUOUS(2),Code/Libraries/Source/WWVegas/WW3D2/meshmatdesc.cpp;Code/Libraries/Source/WWVegas/WW3D2/MeshMatDescInitAlternateThunk.cpp
?d_00529cd0@@YAXXZ,0x00529CD0,391,Code/gen_asm/d_00525450.asm,??0?$ShareBufferClass@PAVVertexMaterialClass@@@@QAE@ABV0@@Z,UNPARSEABLE,
?d_0052ba20@@YAXXZ,0x0052BA20,85,Code/gen_asm/d_0052b540.asm,??0TexBufferClass@@QAE@HPBD@Z,AMBIGUOUS(2),Code/Libraries/Source/WWVegas/WW3D2/meshmatdesc.cpp;Code/Libraries/Source/WWVegas/WW3D2/TexBufferClassCtorThunk.cpp
?d_0052bec0@@YAXXZ,0x0052BEC0,302,Code/gen_asm/d_0052b540.asm,?Get_Shader_Array@MeshMatDescClass@@QAEPAVShaderClass@@H_N@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/meshmatdesc.cpp
?d_0052d8f0@@YAXXZ,0x0052D8F0,413,Code/gen_asm/d_0052b540.asm,??1Gen_dtor_0092e490@@UAE@XZ,NO-DEFINITION,
?d_0052e880@@YAXXZ,0x0052E880,82,Code/gen_asm/d_0052b540.asm,?Render_Material_Pass@MeshClass@@QAEXPAVMaterialPassClass@@PAVIndexBufferClass@@@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/mesh.cpp
?d_0052f960@@YAXXZ,0x0052F960,365,Code/gen_asm/d_0052b540.asm,?Add@?$DynamicVectorClass@VShaderClass@@@@QAE_NABVShaderClass@@@Z,UNPARSEABLE,
?d_0052ff70@@YAXXZ,0x0052FF70,119,Code/gen_asm/d_0052b540.asm,??1Gen_uw_0092ff90@@QAE@XZ,NO-DEFINITION,
?d_005313b0@@YAXXZ,0x005313B0,627,Code/gen_asm/d_0052b540.asm,??0OBBoxClass@@QAE@ABV0@@Z,LOCATED,Code/Libraries/Source/WWVegas/WWMath/obbox.cpp
?d_00531d80@@YAXXZ,0x00531D80,66,Code/gen_asm/d_0052b540.asm,?Get_View_Plane@CameraClass@@QBEXAAVVector2@@0@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/camera.cpp
?d_00531de0@@YAXXZ,0x00531DE0,171,Code/gen_asm/d_0052b540.asm,?Update_Frustum@CameraClass@@IBEXXZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/camera.cpp
?d_005331e0@@YAXXZ,0x005331E0,513,Code/gen_asm/d_0052b540.asm,??0MaterialPassClass@@QAE@XZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/MaterialPassClassCtorThunk.cpp
?d_00539e60@@YAXXZ,0x00539E60,473,Code/gen_asm/d_00536dc0.asm,??1Gen_uwm_00939f20@@QAE@XZ,NO-DEFINITION,
?d_0053a710@@YAXXZ,0x0053A710,834,Code/gen_asm/d_00536dc0.asm,?Flush@SortingRendererClass@@SAXXZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/ww3d.cpp
?d_0053bd70@@YAXXZ,0x0053BD70,333,Code/gen_asm/d_00536dc0.asm,??1Gen_dtor_0093bf90@@UAE@XZ,NO-DEFINITION,
?d_0053e390@@YAXXZ,0x0053E390,992,Code/gen_asm/d_00536dc0.asm,?Resize@?$VectorClass@U_ENUM_VALUE@EnumParameterClass@@@@UAE_NHPBU_ENUM_VALUE@EnumParameterClass@@@Z,UNPARSEABLE,
?d_005406e0@@YAXXZ,0x005406E0,560,Code/gen_asm/d_00536dc0.asm,?classifyObjectFootprint@Pathfinder@@IAEXPAVObject@@_N@Z,LOCATED,Code/GameEngine/Source/GameLogic/AI/AIPathfind.cpp
?d_00545d00@@YAXXZ,0x00545D00,69,Code/gen_asm/d_00545310.asm,??1Gen_uw_00945d00@@QAE@XZ,NO-DEFINITION,
?d_00546170@@YAXXZ,0x00546170,289,Code/gen_asm/d_00545310.asm,??1Gen_uw_00946170@@QAE@XZ,NO-DEFINITION,
?d_00546e00@@YAXXZ,0x00546E00,519,Code/gen_asm/d_00545310.asm,??1Gen_dtor_009485a0@@UAE@XZ,NO-DEFINITION,
?d_00547160@@YAXXZ,0x00547160,1093,Code/gen_asm/d_00545310.asm,??1Gen_dtor_00948b40@@UAE@XZ,NO-DEFINITION,
?d_00547730@@YAXXZ,0x00547730,2787,Code/gen_asm/d_00545310.asm,?Remove_Polygon_Renderer@DX8TextureCategoryClass@@QAEXPAVDX8PolygonRendererClass@@@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/dx8renderer.cpp
?d_0054a970@@YAXXZ,0x0054A970,8,Code/gen_asm/d_00545310.asm,?Init_From_Directional_Light@InputLightStruct@LightEnvironmentClass@@QAEXABVLightClass@@ABVVector3@@@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/lightenvironment.cpp
