twin_rva,size,source,object_symbol,slot_state
0x009ECCC0,18,Code/Libraries/Source/WWVegas/WWLib/ini.cpp,??0?$TPoint2D@H@@QAE@HH@Z,unclaimed
0x009ED010,22,Code/GameEngine/Source/Common/NameKeyGenerator.cpp,??0?$pair@$$CBW4NameKeyType@@PAVBucket@@@_STL@@QAE@ABW4NameKeyType@@ABQAVBucket@@@Z,unclaimed
0x009ED200,41,Code/GameEngine/Source/Common/Audio/GameAudio.cpp,?__copy_trivial@_STL@@YAPAXPBX0PAX@Z,unclaimed
0x009ED230,38,Code/GameEngine/Source/Common/VectorIntegerInsertOverflowThunk.cpp,??$__copy_backward_ptrs@PAHPAH@_STL@@YAPAHPAH00ABU__true_type@0@@Z,unclaimed
0x009ED2B0,11,Code/Libraries/Source/WWVegas/WWMath/gridcull.cpp,?Is_Done@GridListIterator@@QAE_NXZ,unclaimed
0x009ED3B0,18,Code/Libraries/Source/WWVegas/WWLib/ini.cpp,??0?$TPoint2D@H@@QAE@HH@Z,unclaimed
0x009ED400,18,Code/Libraries/Source/WWVegas/WWLib/ini.cpp,??0?$TPoint2D@H@@QAE@HH@Z,unclaimed
0x009ED7E0,41,Code/GameEngine/Source/Common/Audio/GameAudio.cpp,?__copy_trivial@_STL@@YAPAXPBX0PAX@Z,unclaimed
0x009ED810,38,Code/GameEngine/Source/Common/VectorIntegerInsertOverflowThunk.cpp,??$__copy_backward_ptrs@PAHPAH@_STL@@YAPAHPAH00ABU__true_type@0@@Z,unclaimed
0x009EDCD0,41,Code/GameEngine/Source/Common/Audio/GameAudio.cpp,?__copy_trivial@_STL@@YAPAXPBX0PAX@Z,unclaimed
0x009EDD00,38,Code/GameEngine/Source/Common/VectorIntegerInsertOverflowThunk.cpp,??$__copy_backward_ptrs@PAHPAH@_STL@@YAPAHPAH00ABU__true_type@0@@Z,unclaimed
